ultimate,22
enforcement,41
beable,17
traditional,101
demonstrated,15
chamber,58
introduction,79
aseasonally,17
resign,24
prove,59
valero,16
financed,64
moving,121
finances,27
mcdonnell,74
proxy,46
personnel,57
nasd,39
resins,17
nato,22
premature,26
midday,47
costly,36
navy,84
provisionally,18
oftrade,24
georgia,52
securitieshouses,16
huge,149
resist,41
costof,20
professor,31
apart,50
financially,21
damaging,43
rainbow,26
controversy,21
tokyos,38
herrington,41
hunt,18
golden,41
expire,108
satisfy,36
hurt,99
andtrade,21
critics,28
swissair,26
discovered,34
presenting,16
unnamed,33
incanada,15
stabilization,25
mandatory,38
theyare,25
feedgrains,52
inspectors,22
carney,26
grounds,56
overhead,18
arrears,35
miner,16
peabody,80
quotation,23
participants,105
external,147
considerations,23
unfair,98
snow,49
zimbabwe,29
calculated,69
aunit,39
aregistration,38
indicators,67
hampshire,20
minor,22
bullion,39
thestatement,18
redstone,30
theamerican,31
bullish,60
athens,21
agreementwith,22
minus,60
abandon,28
pointsover,15
internationally,24
reducethe,22
themarket,124
pctthe,21
supercomputer,33
managing,140
greek,42
green,51
jovanovich,19
beverage,22
billionmarks,30
exercised,54
thedecline,15
soft,120
earliest,17
treat,32
regions,88
soil,20
thewhite,16
neighbouring,15
trees,26
sole,101
protecting,22
corresponding,36
sons,48
sony,30
greece,90
ofeconomic,27
bymoodys,58
staterun,36
expensive,65
quarters,74
sort,46
statutory,22
protective,15
itaffirmed,42
route,46
sour,42
determine,97
theindustry,31
sown,34
sows,15
bolstered,16
cheung,28
original,149
gerhardstoltenberg,20
richardlyng,21
defending,21
postings,26
phelan,17
voice,52
hundred,25
designated,23
citizens,49
maintains,20
warner,27
hercules,17
alsosaid,25
rover,17
prominent,15
andunderwriting,48
anoffering,17
accelerate,33
mthly,40
club,99
toreplace,24
understanding,71
commissionthe,41
bahia,19
economiccooperation,17
involvement,44
writeoffs,22
submit,47
phelps,62
ofgold,17
hurting,15
groupof,26
prompted,74
cutting,135
spur,33
efficient,28
brussels,51
outlined,54
themajor,20
acontract,18
thedepartment,56
associate,41
promptly,24
upcoming,30
often,84
rexnord,26
weinberger,49
black,90
toenter,15
didnt,29
assessment,31
experience,69
petrobras,38
blair,16
baghdad,24
corporationccc,33
dauster,37
unveiled,51
blame,26
advised,54
arbitrage,40
adviser,58
theyear,85
unadjusted,73
willreceive,20
jointly,96
indebtedness,28
blast,19
oftwo,15
nationally,21
refusing,19
location,32
baird,28
hormuz,30
locally,16
unfairly,15
staged,21
advisor,41
stages,32
impossible,49
partner,101
adequacy,28
throughout,97
cereal,28
diego,20
reluctant,50
loading,47
deliveries,93
transfers,37
restated,29
itwas,50
whollyowned,89
writedown,33
enquiry,17
hightechnology,23
react,34
retired,41
presentation,27
ready,147
training,38
beissued,19
trademark,18
unlimited,17
aswell,34
adequate,78
megawatts,15
exchangerate,16
requested,92
speaker,55
crush,15
cereals,66
preferredstock,38
interestrates,63
statistical,25
coverage,57
interesting,16
syndication,29
code,69
effectively,70
procurement,33
consulting,43
controlled,111
coin,20
encourage,111
assaying,28
slowdown,40
cold,76
colo,19
royce,15
conn,23
pctmanagement,16
anniversary,15
cool,34
cope,28
copy,29
trial,44
core,69
resort,32
charter,42
tried,62
breakup,25
herbert,16
historic,15
cooperative,52
carson,16
conoco,32
leighpemberton,20
oilfield,22
housing,97
valley,55
trucks,90
volvo,19
workstations,27
eyskens,40
generalcorporate,20
establishment,30
afloat,19
abandoned,41
arrangement,83
differential,25
star,50
stay,98
louvre,97
aproposed,16
warren,16
rainier,15
cartel,26
stem,31
carter,37
explain,38
bales,65
extending,43
grading,24
midland,78
reviewing,44
licences,68
burnhamlambert,16
belgrade,22
bally,55
northeast,51
tennessee,15
jerome,15
sumita,55
bouygues,15
webber,17
companyand,18
inwhich,36
westinghouse,30
prohibiting,18
lumber,42
yeartodate,107
consequences,35
presence,63
pledge,44
octane,36
sued,23
thinking,31
advisors,26
itexpects,74
advisory,106
opportunities,85
payroll,15
widespread,71
envisaged,27
settlements,28
strikers,19
oliver,18
bellies,18
multilateral,51
dlrsper,63
chain,63
anxious,23
uncertain,53
helping,43
stabilisation,33
cargill,38
chang,24
sure,99
olein,20
ofamerican,26
treaty,49
chart,26
chase,123
kuwait,122
cray,31
debtequity,39
stakes,39
attributed,96
pegged,19
hasreceived,44
mobil,72
kistler,15
crew,24
aviation,65
risein,27
phase,86
entire,120
implement,66
linked,99
outcome,80
fivepct,29
entity,36
banca,26
graphics,45
banco,51
assessed,17
midmay,16
numbers,56
anything,116
cruz,15
throughthe,19
conrac,25
postal,23
presented,97
joined,87
terminals,45
explanation,21
hutton,146
supercomputers,39
intokyo,17
liability,70
cornelissen,16
foreignexchange,68
staley,15
presently,26
terminate,28
deterioration,37
appointment,30
pershare,122
maturities,95
kimberley,15
mulroney,31
swap,67
districts,18
isunlikely,16
thrifts,24
additionally,17
thesources,25
theimpact,17
germanys,66
usbased,15
eurosterling,24
severely,39
queensland,22
requirement,138
matters,62
sweden,65
banksto,15
mlnbarrels,37
wisconsin,47
disappointed,31
model,102
twoforone,60
usual,44
thebudget,29
decade,47
themerger,36
insolvent,28
jacques,47
turning,49
schlesinger,38
kraft,25
unity,15
twoyears,37
allowances,16
tendency,15
segment,39
enhancement,55
faced,90
faces,79
succeeded,23
regal,16
regan,37
encouraged,53
toledo,25
judgement,40
initially,122
iadb,47
mixed,69
discontinued,40
specified,27
ctsa,18
summit,150
londons,23
jersey,97
records,42
ofsecurities,20
aplus,54
disrupted,21
goodyear,27
liedtke,16
contel,16
facts,20
dependent,41
stance,71
projections,37
stands,48
latter,30
cuba,33
meanwhile,107
thetotal,35
danger,60
yens,89
branch,106
cambridge,20
adjustment,144
brands,59
contra,31
schlumberger,26
depended,23
mistake,16
resume,108
cheap,48
crucial,48
mitsui,45
striking,35
check,42
tradesurplus,30
existed,17
publisher,22
underwritingcombined,27
curb,93
unaffected,15
itreceived,34
hudson,36
journalists,71
permanent,42
clercq,30
ministerial,18
arizona,34
stockexchange,64
dlrsthe,19
located,106
zoete,17
afraid,15
reynolds,101
ibms,24
ruled,100
violated,42
preserve,24
grown,49
baltic,17
dutchshell,34
imposition,22
ericsson,26
depressed,95
hanover,75
waterway,25
workforce,87
quietly,17
tanzania,19
icch,16
restraining,19
icco,81
liabilities,105
haggard,15
tomorrows,36
threeyear,83
barge,29
minerals,83
pricedat,18
abroad,142
never,109
symbol,49
foreigners,48
flexibility,83
hydro,25
antonio,24
ofinterest,31
obtaining,31
determining,21
wholesale,100
apossible,25
dinar,22
daniel,52
theother,20
withother,16
succeed,64
regulations,128
democracies,18
rumor,16
thefourth,34
placements,23
none,58
barber,32
noon,19
presplit,26
voted,145
excluded,43
votes,74
excludes,17
toprotect,21
unable,116
mueller,16
repeatedly,42
nova,51
bases,27
vietnam,31
idea,131
danish,42
coordinated,28
rateof,20
imaging,21
cargoes,67
cwts,16
toclose,24
plunge,29
basin,36
success,114
basically,31
carriers,55
belief,50
idle,27
promotional,16
carrying,87
newly,122
basra,39
fernandez,40
predictions,34
viable,15
cocacola,32
wilson,85
allocate,16
difficulty,48
nursing,15
realized,29
obligation,37
borrowings,132
nppc,20
tendered,92
runup,15
seized,17
underthe,39
apple,37
strengthen,68
apply,114
design,89
demonstrate,20
compromise,103
execution,21
thebritish,26
destinations,42
consent,46
awards,30
overdue,18
builders,18
litigation,57
atleast,47
clearing,94
lowering,34
recover,66
toward,117
thatwill,21
desire,39
values,128
machines,124
whenever,16
nonfarm,26
depending,85
bearer,19
filings,25
segments,24
becausethe,18
highest,118
scheduledfor,16
denying,15
kiechle,15
viacom,59
committeechairman,19
kansai,17
kansas,84
prospectus,63
boschwitz,16
letters,32
halfof,16
fighter,21
circle,32
carried,101
inadequate,47
reflecting,88
carrier,69
carries,111
practice,79
reflection,17
starts,89
cutprice,15
virtually,82
imposing,29
attempting,34
ifit,17
foresaw,18
chile,50
totally,33
drastic,29
breaking,29
foresee,23
totalof,15
valves,18
societe,48
society,42
chips,108
endseptember,16
engineered,21
buyback,46
attorney,57
indications,47
henderson,27
screen,23
atmosphere,15
permits,53
cement,46
tofinance,25
depletion,19
allocated,39
spread,147
composite,45
nationwide,68
retirement,44
partof,48
vowed,17
brasil,22
flags,20
vowgf,25
thisweek,26
uniform,16
settle,69
barely,18
slack,24
population,38
inmarch,56
fails,30
partys,19
commerical,18
ferruzzi,43
nonmember,21
socialist,46
houston,89
faith,24
committees,70
salesof,37
stated,82
slash,20
nomination,24
nevada,42
praecipuum,21
hasagreed,40
coalition,63
underway,80
amendments,35
someone,25
saito,26
twoweek,34
preparing,49
households,15
differentials,59
block,143
intothe,38
bbbminus,20
rotterdam,32
autumn,59
finlands,22
status,112
truck,146
ratios,38
thatthe,142
renew,39
distillate,20
forecasting,27
blood,82
productivity,65
rural,63
respectivedays,17
theboard,34
plenty,17
trump,45
pilots,34
dismiss,17
unprofitable,27
reacting,21
andchief,54
reaction,108
guilty,32
decide,107
commenting,85
takeup,23
underwriter,94
wouldcontinue,18
gradual,32
headed,81
disrupt,18
placing,41
initiated,18
billionin,26
kilowatt,17
barges,15
concept,46
operators,119
finland,33
toacquire,51
taft,94
solutions,43
saudis,42
finished,64
applied,104
applies,33
hundreds,45
northrop,17
midwest,45
double,98
talk,114
jardine,55
nigellawson,18
tunisia,17
tank,22
leverage,47
consist,49
nigerian,23
nigerias,28
tape,30
task,51
tass,21
doubts,40
commitments,124
avana,15
thedeal,26
keeping,69
thedebt,22
outstandingshares,17
toparticipate,19
belgian,115
pressured,20
carbide,32
pressures,82
highs,63
sparked,37
awaiting,50
jenrette,32
protocol,15
quaker,23
raises,37
satoshi,33
repay,137
keersmaeker,16
thestate,36
bayer,19
guinea,23
perhaps,63
declaring,15
optimistic,131
gordon,47
thetime,15
falls,87
hasfiled,15
reorganization,121
apparel,34
belgium,75
tremor,23
dingell,16
reply,49
owing,27
nakasones,51
favored,16
false,34
watanabe,36
bankrupt,19
realistic,40
sevenyear,65
combustion,21
compagnie,17
insider,77
thenetherlands,25
zones,41
fleet,82
buenos,39
direction,99
protect,124
participate,75
trends,57
cyprus,21
injanuary,123
protein,37
directive,20
israeli,27
israels,15
margins,115
restrict,38
cutbacks,28
spring,146
sprint,26
explore,55
ghana,30
telecom,49
halfpoint,29
greatest,32
nothing,119
employers,94
virtual,25
warplanes,18
protest,78
ottawa,35
orange,58
openmarket,21
residual,34
toconsider,16
routes,39
earthquake,73
engines,77
thats,70
amounted,62
unknown,20
antitrust,42
massive,76
saidadding,21
newyork,74
renegotiate,16
your,55
moore,42
curbing,21
manufacture,57
explained,78
finally,43
effectiveness,17
amountof,20
rental,29
distillers,36
advisorycommittee,18
uncertainties,29
choke,17
opportunity,83
therefore,93
capitals,17
dismissed,53
conclusion,25
southwestern,27
wideranging,19
writers,15
executiveofficer,44
olson,19
stayed,16
barclays,54
permit,88
dixons,118
terminal,76
harcourt,68
gillette,47
phone,26
proposes,39
governmentofficials,20
trusts,36
stockholder,20
santa,108
bentsen,24
yasuhiro,83
team,108
retain,115
sanwa,24
teck,17
ofmore,15
overcome,25
itcould,19
injuries,16
pension,81
dart,55
imfs,15
dodge,36
tell,67
licensed,23
licenses,35
tend,28
tenn,21
brace,29
provisional,136
abolished,19
funded,32
intelligence,42
proposing,28
barriers,75
formation,47
thequarter,17
cabinet,124
text,26
westerns,16
clients,87
avert,21
avery,17
brand,45
inboth,16
informal,53
liquidating,18
barley,123
liquidation,42
informed,42
inan,24
nyse,74
simmons,22
subscribers,24
dixon,15
recovered,57
inch,48
inco,22
aquino,57
innovative,22
economics,76
interbank,130
unitholders,16
economies,110
component,32
thefinal,16
riyals,33
wireless,65
airforce,15
inns,24
frederick,18
inra,44
friction,42
franklin,32
costing,18
streets,27
inus,19
sugarcane,15
lengthy,19
canadians,15
employment,120
universal,29
theodore,16
hills,25
frances,61
consequently,16
gobert,22
oklahoma,55
frozen,72
owner,53
slide,60
thelatest,16
koehler,17
chris,20
plastics,45
enrollment,18
theec,26
thereagan,23
swaps,59
underwritten,57
overallotments,32
premier,39
theme,16
residents,47
federalreserve,57
iowa,51
happening,21
flotation,30
atabout,21
seniorsubordinated,21
receipt,53
theuk,16
thai,96
sterlings,21
install,24
barney,58
coincide,21
schmidt,18
plastic,22
feeder,18
treated,32
usdollar,15
challenged,19
challenges,22
fares,35
strain,17
strait,41
standing,30
fargo,27
renegotiation,27
fixedrate,25
qtrly,43
synthetic,20
thin,33
disbursements,15
worried,63
worries,25
experienced,34
surface,21
specialty,83
begins,59
remarks,144
ordinary,121
makers,129
greenmail,16
itacquired,33
farms,28
checking,15
pentagon,51
qualify,28
writing,34
montedison,18
thus,101
nippon,140
exclude,29
background,19
wehave,15
dead,33
denied,131
salvage,15
dean,58
acompany,31
connected,23
deep,59
itupgraded,18
mlnbpd,28
retailers,23
sciences,35
nobody,15
initiatives,27
comanagers,25
tied,44
ties,48
deny,41
developingcountries,21
ashortage,16
underlying,108
desk,20
officialsaid,29
drought,91
bread,17
break,89
casino,27
yuan,49
patrick,31
claytonyeutter,26
declare,31
undermine,23
reschedule,31
tire,72
compliance,56
oftheir,41
norske,15
freely,17
couldbe,32
kaiser,23
brent,30
decree,51
mount,27
libor,118
unresolved,22
animals,18
freeze,107
bakersaid,15
subroto,33
eroded,16
othercountries,19
mikulic,27
adjust,33
congressmen,32
submitted,89
libya,20
toreduce,44
fiduciary,18
andthere,15
wages,78
entitle,24
alternative,135
irna,41
doing,112
iron,61
itbought,18
moved,102
mlndlr,68
duluth,16
seventh,22
imposed,137
millions,47
unlike,37
person,52
thefirst,141
niagara,19
jacobs,48
education,39
jefferies,104
sweet,38
alliance,79
suchas,29
oiland,31
carryover,15
whereas,17
towork,18
possibly,107
whereby,20
coastal,81
isnt,17
tosupport,24
lawsuits,25
bonuses,31
things,102
thing,89
thinks,34
halted,67
toronto,131
suspected,16
stream,26
redland,24
guarantee,114
barred,25
averaged,106
jobless,23
travelers,17
amsterdam,45
richter,18
importance,50
onemonth,27
ongpin,130
command,39
determined,124
item,24
jaime,42
barrow,15
combine,23
itis,77
determination,33
saved,15
favor,68
circuit,38
stress,37
electronics,133
restraints,21
confirmed,128
committed,114
edition,16
redeem,131
itoh,17
denman,22
annually,112
delayed,118
stakein,28
theministry,29
diaz,28
hired,18
itto,20
retailing,18
players,32
died,53
variety,64
glickman,35
overthe,77
float,54
proceedings,45
varying,16
primary,147
meals,18
diverted,19
thebonds,17
alleging,21
meant,87
contacted,24
issuer,19
oats,52
survive,24
unnecessary,16
classified,19
disc,18
retire,66
disk,48
norway,55
krupp,19
auctions,53
flood,29
floor,133
acting,88
textile,93
brian,40
tmoc,26
thelargest,34
banksaid,31
predicts,17
soldiers,19
appreciation,70
brief,83
hasalready,18
flour,41
matheson,26
computerized,16
harbor,24
flows,64
launching,67
consistent,60
liffe,30
assuming,46
poised,17
mediumrange,18
cancellation,20
dennis,18
andexchange,56
chances,53
formanagement,23
barter,17
theamount,19
denmarks,20
dinars,28
surpluses,90
thesituation,24
suspicion,20
ivan,22
monetarypolicy,29
orion,24
intentions,28
domes,74
tobacco,69
lowered,140
comments,146
automation,36
aprofit,18
evans,32
aftertax,57
afternoon,141
cancel,18
appropriate,85
cancer,44
declaration,25
nearterm,31
afterthe,39
meantime,20
theunited,97
digital,109
nikkei,16
decreased,36
crowley,26
usjapan,23
dayton,28
voiced,28
disney,36
sunday,104
issuance,65
pennzoils,20
borgwarner,75
iranians,26
cigarettes,17
clevite,17
highway,37
approach,101
togo,15
thecommittee,16
swift,15
reversed,27
aspokesman,33
harder,27
toincrease,61
toll,23
wales,25
enabled,22
tone,44
enables,16
passenger,119
tool,72
enquiries,21
swing,19
hardly,19
tentative,36
thirds,17
thepresident,27
competitor,30
officially,47
swire,18
pipelines,45
tour,43
thestock,48
town,37
hascompleted,34
implemented,59
mergeragreement,15
toproduce,19
walsh,24
follow,134
deliberations,16
weighted,23
unitedstates,111
monitoring,32
media,80
deadline,81
strict,33
caspar,32
disappointment,17
subcommittee,148
kuroda,29
annualised,20
dealerssaid,38
expressed,137
guerrillas,18
angeles,86
amerger,15
poorest,21
theadministration,33
commuter,19
warships,37
achieved,110
wasnot,35
kingdoms,17
reaganadministration,35
terminated,52
completedthe,28
guilder,71
oecd,141
andwest,22
taxable,20
durham,16
mitsubishi,75
doors,27
heller,36
gabelli,30
allocation,39
pertonne,21
comanaged,52
bottling,18
stephen,27
incentives,84
withdrawn,41
contributions,30
ofcertain,16
operational,37
goahead,16
kenyan,21
kenyas,15
restart,22
suffered,74
safeguard,20
torise,17
luxury,18
carefully,32
adefinitive,24
attendants,15
experimental,17
meets,48
specialist,27
totaling,55
tremendous,23
contracting,21
stockholders,114
contraction,16
cyacq,44
intense,24
broadcast,44
ofan,22
downtown,18
attributable,32
consisting,29
southland,17
nolonger,16
publish,15
sharesoutstanding,31
transamerican,35
touched,19
percent,39
commissioned,16
commissioner,57
lastoctober,15
imperial,59
dresdner,23
vessels,87
hodel,20
andloan,26
ofus,21
trim,23
trip,78
helmut,43
nevertheless,33
solely,16
subscribe,24
editorial,18
manipulation,15
attain,16
troy,29
multifamily,16
revaluation,28
event,55
true,53
launch,122
signalled,20
premiums,39
frame,16
negotiate,111
austria,22
demandfor,15
frank,63
frans,15
hedging,47
diplomatic,63
variable,52
colorado,46
arango,17
holiday,70
replaced,61
replaces,38
fraud,70
bigger,35
plansto,44
annesley,16
berlin,28
recommendations,66
dole,52
specifically,41
document,54
door,29
theentire,16
written,90
gallons,30
strengthened,39
becompleted,32
broad,90
bemade,25
increasein,23
thatwould,28
planted,88
slump,49
midapril,29
janeiro,24
kiichi,71
preparations,15
regular,141
broke,68
nextyear,19
cycle,26
ohio,109
jakarta,26
lilly,31
ofthose,15
saidshareholders,16
astatement,66
chance,118
punitive,17
plessis,28
serving,30
radical,31
cholesterol,18
brown,107
decreasing,17
limitation,18
recognize,21
detail,30
petricioli,15
equivalent,147
andwill,62
tomake,62
thejapanese,49
linking,34
rumors,110
cooper,36
centralbank,55
utilicorp,15
businessman,24
helped,149
centralbanks,18
interpretation,17
businessmen,100
taxfree,37
recommending,16
immunity,25
storage,133
deficiency,45
ofjapan,28
onethird,52
getting,97
stronger,98
winning,21
virginia,52
devices,48
aggressive,70
children,23
stretch,20
strongly,89
interim,99
jointventure,39
pctin,75
uncertainty,90
caesars,104
communist,55
lastmonth,57
anattempt,19
refined,87
firstquarter,103
mountain,52
microchips,34
pctof,130
reaches,19
jefferson,15
turn,114
retaliation,122
deadlock,19
material,107
pctto,48
cautious,67
recognised,18
weapons,26
demanding,35
fidelity,26
draw,65
denver,30
thebeginning,15
drew,40
incurred,62
language,34
links,39
spokesmansaid,46
integrated,72
fabrics,19
parents,19
steering,46
doesnt,53
global,150
doubt,71
thepreviously,20
quake,35
angered,19
scheme,138
interpreted,19
democrats,124
absence,41
pennzoil,142
cancelled,44
resolved,69
ofthree,17
textron,16
discounts,35
threefortwo,35
panama,15
attend,72
mechanism,40
thenations,16
themselves,91
publicly,62
unacceptable,30
incand,21
accrued,74
incash,25
waste,104
organisations,38
fresh,132
defence,129
okla,18
andthree,15
negative,135
revisions,24
magazine,47
seeing,33
twas,15
acreage,112
milling,23
continueto,26
annualized,26
tentatively,19
million,92
sumitomo,67
soared,46
twin,17
watch,29
evaluating,28
initiative,85
evaluation,28
peruvian,25
nomura,69
downturn,50
strongest,18
minimal,32
securitiesand,32
wouldprobably,22
contractors,36
democrat,101
dtex,15
gaining,23
completes,15
contact,51
flooding,31
potentially,30
johnson,120
delaware,52
detect,19
assurance,45
contain,43
persons,26
pollution,29
newsagency,18
jack,37
tomeet,27
twobillion,24
furthermore,19
separately,64
focusing,26
norfolk,25
fertilizer,16
comparison,42
restricted,55
adjustments,76
oman,20
elevators,16
threemonth,87
dual,53
thetender,15
stepped,25
duff,36
adequately,19
channel,26
orthe,16
actual,94
tradedeficit,35
constraints,21
zero,83
ortiz,15
reasons,101
difference,64
soaring,22
britains,78
corporations,99
cooperate,66
thephilippines,40
announcements,20
dumping,57
voters,24
treasuries,50
duty,80
adversely,28
herald,19
assumptions,19
atthis,22
bruce,17
exchangerates,18
sixmonths,32
type,69
farmland,24
sovereign,29
borrowed,23
borrower,74
extreme,21
fordelivery,18
deals,98
dealt,26
ones,38
corning,15
onshore,21
consolidation,46
repaying,20
deciding,20
death,37
indictment,19
phillips,79
finalised,21
maintained,81
mlnstg,64
foreconomic,21
marietta,17
werenot,15
grades,76
thenumber,23
fishing,26
alabama,15
onto,44
dueto,65
spirits,25
merchandise,57
budgeted,20
commons,25
assays,19
layoffs,31
alcan,44
overtime,23
returns,64
query,17
harold,25
panels,16
inconnection,27
contained,63
margoshes,18
container,54
mandated,17
unrest,34
inside,46
stabilized,15
companysaid,84
seemed,54
concessions,46
ventures,93
duffy,15
complement,16
absorb,42
student,16
bangkok,17
boycott,36
holdenbrown,20
battery,15
edible,31
temporarily,53
oopd,16
excellent,36
derived,17
interference,16
assumption,42
insist,21
lists,16
homes,75
willremain,17
thecurrency,19
approve,138
properly,27
harper,41
dozen,21
succeeds,25
essential,43
hostages,16
zhao,36
durable,24
suggesting,24
trigger,37
bolster,27
regarded,29
suggestion,33
collateral,27
headquartered,28
supports,55
cardenas,16
royalties,25
shield,22
collins,21
retaliatory,44
upturn,40
pellets,26
mlnfrom,20
hardware,37
assistant,76
itfiled,38
andriessen,32
struck,62
supposed,18
inluxembourg,32
peseta,20
honda,36
securitiesofferings,26
apollo,24
mobile,34
repurchaseagreements,16
jeep,28
content,50
convertiblesubordinated,36
expertise,19
obtain,89
diluted,53
forest,58
adverse,50
